ID,treatment,temp,block,date.hatch,date.died,timepoint.died,sacrifice,suc.ovp,date.3,bin,date.ovp,time.ovp,num.ovp,wasp.gen,date.4,timepoint.4,date.5,timepoint.5,date.wander,timepoint.wander,mass.wander,date.em,timepoint.em,instar.em,bled.em,num.em,num.coc,num.fail.spin,num.unem,load,time.T0,mass.T0,diet.cat.in.T0,diet.cont.in.T0,date.T1,time.T1,mass.T1,frass.T1,fed.T1,diet.cat.out.T0,diet.cont.out.T0,sacrifice.T1,diet.cat.in.T1,diet.cont.inT1,date.T2,time.T2,mass.T2,fed.T2,frass.T2,diet.cat.out.T1,diet.cont.out.T1,sacrifice.T2,diet.cat.in.T2,diet.cont.in.T2,date.T3,time.T3,mass.T3,frass.T3,fed.T3,diet.cat.out.T2,diet.cont.out.T2,sacrifice.T3,diet.cat.in.T3,diet.cont.in.T3,date.T4,time.T4,mass.T4,frass.T4,fed.T4,diet.cat.out.T3,diet.cont.out.T3,sacrifice.T4,diet.cat.in.T4,diet.cont.in.T4,date.T5,time.T5,mass.T5,frass.T5,fed.T5,diet.cat.out.T4,diet.cont.out.T4,sacrifice.T5,diet.cat.in.T5,diet.cont.in.T5,date.T6,time.T6,mass.T6,frass.T6,fed.T6,diet.cat.out.T5,diet.cont.out.T5,sacrifice.T6,diet.cat.in.T6,diet.cont.in.T6,date.T7,time.T7,mass.T7,frass.T7,fed.T7,diet.cat.out.T6,diet.cont.out.T6,sacrifice.T7,diet.cat.in.T7,diet.cont.in.T7,date.T8,time.T8,mass.T8,frass.T8,fed.T8,diet.cat.out.T7,diet.cont.out.T7,sacrifice.T8,diet.cat.in.T8,diet.cont.in.T8,date.T9,time.T9,mass.T9,frass.T9,fed.T9,diet.cat.out.T8,diet.cont.out.T8,sacrifice.T9,diet.cat.in.T9,diet.cont.in.T9,date.T10,time.T10,mass.T10,frass.T10,fed.T10,diet.cat.out.T9,diet.cont.out.T9,sacrifice.T10,diet.cat.in.T10,diet.cont.in.T10,date.T11,time.T11,mass.T11,frass.T11,fed.T11,diet.cat.out.T10,diet.cont.out.T10,sacrifice.T11,diet.cat.in.T11,diet.cont.in.T11,date.T12,time.T12,mass.T12,frass.T12,fed.T12,diet.cat.out.T11,diet.cont.out.T11,sacrifice.T12,diet.cat.in.T12,diet.cont.in.T12,date.T13,time.T13,mass.T13,frass.T13,fed.T13,diet.cat.out.T12,diet.cont.out.T12,sacrifice.T13,diet.cat.in.T13,diet.cont.in.T13,date.T14,time.T14,mass.T14,frass.T14,fed.T14,diet.cat.out.T13,diet.cont.out.T13,sacrifice.T14,diet.cat.in.T14,diet.cont.in.T14,date.T15,time.T15,mass.T15,frass.T15,fed.T15,diet.cat.out.T14,diet.cont.out.T14,sacrifice.T15,diet.cat.in.T15,diet.cont.in.T15,date.T16,time.T16,mass.T16,frass.T16,fed.T16,diet.cat.out.T15,diet.cont.out.T15,sacrifice.T16,diet.cat.in.T16,diet.cont.in.T16,date.T17,time.T17,mass.T17,frass.T17,fed.T17,diet.cat.out.T16,diet.cont.out.T16,sacrifice.T17,diet.cat.in.T17,diet.cont.in.T17,date.T18,time.T18,mass.T18,frass.T18,fed.T18,diet.cat.out.T17,diet.cont.out.T17,sacrifice.T18,diet.cat.in.T18,diet.cont.in.T18,date.T19,time.T19,mass.T19,frass.T19,fed.T19,diet.cat.out.T18,diet.cont.out.T18,sacrifice.T19,diet.cat.in.T19,diet.cont.in.T19,date.T20,time.T20,mass.T20,frass.T20,fed.T20,diet.cat.out.T19,diet.cont.out.T19,sacrifice.T20,diet.cat.in.T20,diet.cont.in.T20,date.T21,time.T21,mass.T21,frass.T21,fed.T21,diet.cat.out.T20,diet.cont.out.T20,sacrifice.T21,diet.cat.in.T21,diet.cont.in.T21,date.T22,time.T22,mass.T22,frass.T22,fed.T22,diet.cat.out.T21,diet.cont.out.T21,sacrifice.T22,diet.cat.in.T22,diet.cont.in.T22,date.T23,time.T23,mass.T23,frass.T23,fed.T23,diet.cat.out.T22,diet.cont.out.T22,sacrifice.T23,diet.cat.in.T23,diet.cont.in.T23,date.T24,time.T24,mass.T24,frass.T24,fed.T24,diet.cat.out.T23,diet.cont.out.T23,sacrifice.T24,diet.cat.in.T24,diet.cont.in.T24,date.T25,time.T25,mass.T25,frass.T25,fed.T25,diet.cat.out.T24,diet.cont.out.T24,sacrifice.T25,diet.cat.in.T25,diet.cont.in.T25,date.T26,time.T26,mass.T26,frass.T26,fed. T26,diet.cat.out.T25,diet.cont.out.T25,sacrifice.T26,diet.cat.in.T26,diet.cont.in.T26,date.T27,time.T27,mass.T27,frass.T27,fed.T27,diet.cat.out.T26,diet.cont.out.T26,sacrifice.T27,diet.cat.in.T27,diet.cont.in.T27,date.T28,time.T28,mass.T28,frass.T28,fed.T28,diet.cat.out.T27,diet.cont.out.T27,sacrifice.T28,diet.cat.in.T28,diet.cont.inT28,date.T29,time.T29,mass.T29,frass.T29,fed.T29,diet.cat.out.T28,diet cont.out.T28,sacrifice.T29,diet.cat.in.T29,diet.cont.in.T29,date.T30,time.T30,mass.T30,frass.T30,fed.T30,diet.cat.out.T29,diet.cont.out.T29,sacrifice.T30,diet.cat.in.T30,diet.cont.in.T30,date.T31,time.T31,mass.T31,frass.T31,fed.T31,diet.cat.out.T30,diet.cont.out.T30,sacrifice.T31,diet.cat.in.T31,diet.cont.in.T31,date.T32,time.T32,mass.T32,frass.T32,fed.T32,diet.cat.out.T31,diet.cont.out.T31,sacrifice.T32,diet.cat.in.T32,diet.cont.in.T32,date.T33,time.T33,mass.T33,frass.T33,fed.T33,diet.cat.out.T32,diet.cont.out.T32,sacrifice.T33,diet.cat.in.T33,diet.cont.in.T33,date.T34,time.T34,mass.T34,frass.T34,fed.T34,diet.cat.out.T34,diet.cont.out.T34,sacrifice.T34,diet.cat.in.T34,diet.cont.in.T34,date.T35,time.T35,mass.T35,frass.T35,fed.T35,diet.cat.out.T34,diet.cont.out.T34,sacfifice.T35,diet.cat.in.T35,diet.cont.in.T35,date.T36,time.T36,mass.T36,frass.T36,fed.T36,diet.cat.out.T35,diet.cont.out.T35,sacrifice.T36,diet.cat.in.T36,diet.cont.in.T36,date.T37,time.T37,mass.T37,frass.T37,fed.T37,diet.cat.out.T36,diet.cont.out.T36,sacrifice.T37,diet.cat.in.T37,diet.cont.in.T37,date.T38,time.T38,diet.cont.out.T37,comments
51,para,25,B,11/1/16,,,0,1,11/6/16,5,11/6/16,11:11,1,1,11/12/16,T12,11/14,T14,,,,11/18/16,T18,4,0,32,26,6,10,42,11:02,48.23,495.86,484.41,11/6/2016,3:58,51.71,1.63,1,429.99,428.08,0,672.57,592.84,11/7/16,10:42,59.66,1,2.5,525.2,463.65,0,436.17,432.78,11/7/16,5:15,62.69,1.51,1,351.21,360.98,0,1114.95,573.94,11/8/16,9:48,60.86,0,0,967.51,451.15,0,530.53,597.63,11/8/2016,3:49,70.19,1.54,1,457.7,536.62,0,735.85,1602.19,11/9/16,10:01,106.6,13.17,1,528.9,1449.52,0,1725.61,1959.17,11/9/16,3:40,123.86,2.79,1,1640.96,1897.94,0,1130.99,2434.73,11/10/16,9:12,188.62,21.03,1,897.88,2269.26,0,1019.95,1919.05,11/10/16,3:37,202.05,9.26,1,912.37,1850.13,0,922.97,2683.08,11/11/16,9:26,191.95,2.21,1,743.97,2482.62,0,808.15,1090.04,11/11/16,2:53,189.84,0,0,734,1012.53,0,878.33,2316.68,11/12/16,10:08,240.66,8.8,1,536.21,2026.38,0,2243.62,2692.12,11/13/16,9:37,322.65,13.5,1,1711.71,2251.81,0,8983.04,3489.02,11/14/16,11:11,587.33,70.98,1,8020.26,3040.88,0,3479.64,6104.51,11/15/16,10:41,841.64,66.65,1,2809.36,5683.05,0,3664.45,9335.74,11/16/16,9:30,1124.04,88.08,1,2865.94,8920.05,0,8734.55,9687.12,11/17/16,8:53,1186.52,56.99,1,8080.26,9014.16,0,5454.34,6718.44,11/18/16,8:10,,,,,5842.34,,,8449.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,control,30,D,11/2/16,,,0,,11/6/16,6,,,,1,11/8/16,T4,11/11/16,T11,11/15/16,T15,10940.45,,,,,0,,,,0,11:33,91.57,648.8,486.9,11/6/2016,4:30,99.44,0,0,564.7,434.95,0,943.83,664.23,11/7/16,10:04,178.89,1,30.48,655.2,536.04,0,596.97,990.52,11/7/16,4:26,198.02,22.42,1,443.7,872.91,0,1030.86,1711.55,11/8/16,9:51,191.35,1.53,1,700.91,1356.13,0,959.85,905.87,11/8/2016,4:08,241.35,9.06,1,755.43,780.64,0,1249.24,1381.18,11/9/16,9:29,514.68,80.81,1,619.56,1177.19,0,1245.38,1944.29,11/9/16,4:07,767.18,59.98,1,805.42,1804.85,0,3996.51,1739.28,11/10/16,9:32,1556.22,306.12,1,2582.83,1544.53,0,2410.36,951.1,11/10/16,3:16,1477.79,58.12,1,2304.23,864.12,0,1305.01,1099.29,11/11/16,9:23,1458.95,0,0,1097.31,869.07,0,2994.77,4086.25,11/11/16,2:16,1551.75,0,0,2738.58,3984.04,0,6111.58,6706.45,11/12/16,10:09,3282.45,623.42,1,3294.17,6411.05,0,4448.42,4520.12,11/13/16,9:50,6097.04,1034.45,1,0,4034.22,0,9743.76,9901.77,11/14,9:41,10880.04,3825.35,1,290.71,9376.39,0,10772.74,10558.52,11/15/16,9:31,10940.45,,,,10166.24,,,12173.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,potentially put at 25 overnight 11/6-11/7 (T1-T2)
53,control,30,D,11/2/16,,,0,,11/6/16,6,,,,1,11/8/16,T4,11/10/16,T9,11/14/16,T14,10065.06,,,,,0,,,,0,11:35,142.61,405.21,486.9,11/6/2016,4:25,165.69,12.91,1,293.7,434.95,0,773.42,664.23,11/7/16,9:50,275.71,1,35.05,445.12,536.04,0,652.31,990.52,11/7/16,4:34,273.64,14.22,1,495.36,872.91,0,1443.14,1711.55,11/8/16,9:37,306.53,6.68,1,1021.59,1356.13,0,845.88,905.87,11/8/2016,4:18,416.26,37.76,1,566.44,780.64,0,998.89,1381.18,11/9/16,9:22,1006.94,0,0,159.65,1177.19,0,1802.43,1944.29,11/9/16,3:59,1350.2,192.08,1,1093.22,1804.85,0,2368.71,1739.28,11/10/16,9:39,1262.28,39.9,1,2157.28,1544.53,0,1442.93,951.1,11/10/16,2:50,1287.41,0,0,1286.51,864.12,0,2475.44,1099.29,11/11/16,9:46,2879.85,421.85,1,104.46,869.07,0,7887.83,4086.25,11/11/16,2:21,3485.95,311.59,1,6751.93,3984.04,0,6041.98,6706.45,11/13/16,10:43,5948.04,2915.14,1,0,6411.05,0,8838.28,4520.12,11/13/16,10:03,8902.69,3996.08,1,487.79,4034.22,0,12995.78,9901.77,11/14/16,9:34,10065.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"potentially put at 25 overnight 11/6-11/7 (T1-T2), ran out of food T12 on 11/12"
56,control,30,D,11/2/16,,,0,,11/6/16,6,,,,1,11/8/16,T4,11/14/2016,T14,11/16/16,T16,8426.22,,,,,0,,,,0,11:39,80.78,556.4,486.9,11/6/2016,4:38,95.74,7.16,1,453.74,434.95,0,1835.69,664.23,11/7/16,9:49,151.62,1,20.04,1547.32,536.04,0,2019.91,990.52,11/7/16,4:16,175.57,11.88,1,1829.86,872.91,0,1238.15,1711.55,11/8/16,10:22,156.16,1.93,1,911.32,1356.13,0,876.19,905.87,11/8/2016,4:01,195.79,5.7,1,707.5,780.64,0,2076.11,1381.18,11/9/16,9:32,253.19,6.56,1,1786.5,1177.19,0,1720.79,1944.29,11/9/16,4:02,354.08,24.8,1,1460.3,1804.85,0,2039.14,1739.28,11/10/16,9:38,450.94,13.9,1,1704.96,1544.53,0,949.93,951.1,11/10/16,2:59,433.82,10.06,1,869.28,864.12,0,1518.88,1099.29,11/11/16,9:36,1021,106.85,1,564.14,869.07,0,3443.73,4086.25,11/11/16,2:32,1059.77,38.75,1,3240.46,3984.04,0,2722.28,6706.45,11/12/16,10:35,1050.39,14.18,1,2431.71,6411.05,0,4107.03,4520.12,11/13/16,10:06,2430.03,360.83,1,1899.16,4034.22,0,9571.51,9901.77,11/14/2016,9:21,5657.73,2563.7,1,3095.2,9376.39,0,12128.87,10558.52,11/15/16,9:23,8645.55,4972.32,1,3014.35,10166.24,0,12895.48,12173.09,11/16/16,8:52,8426.22,,,,11691.19,,,5916.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,potentially put at 25 overnight 11/6-11/7 (T1-T2)
57,control,30,D,11/2/16,,,0,,11/6/16,6,,,,1,11/9/16,T6,,,11/16/16,T16,11083.78,,,,,0,,,,0,11:42,38.08,596.5,486.9,11/6/2016,4:32,38.72,0.83,1,520.8,434.95,0,814.13,664.23,11/7/16,10:00,56.32,1,5.97,652.34,536.04,0,654.35,990.52,11/7/16,4:29,70.41,5.53,1,503.12,872.91,0,1782.39,1711.55,11/8/16,9:47,125.23,20.81,1,1315.91,1356.13,0,1120.01,905.87,11/8/2016,4:11,151.6,12.48,1,947.94,780.64,0,1088.22,1381.18,11/9/16,9:26,141.39,8.67,1,855.37,1177.19,0,1077.48,1944.29,11/9/16,4:05,137.84,0,0,976.34,1804.85,0,1297.14,1739.28,11/10/16,9:34,368.55,50.12,1,782.67,1544.53,0,2183.62,951.1,11/10/16,3:14,512.59,46.79,1,1870.74,864.12,0,2077.54,1099.29,11/11/16,9:25,1252.9,272.32,1,746.02,869.07,0,4199.28,4086.25,11/11/16,2:09,1370.16,118.7,1,3842.63,3984.04,0,2418.55,6706.45,11/12/16,10:18,1296.13,23.41,1,2170.62,6411.05,0,5639.06,4520.12,11/13/16,9:40,3119.41,526.75,1,2729.75,4034.22,0,8143.22,9901.77,11/14/16,8:59,7015.08,3018.35,1,532.39,9376.39,0,9115.71,10558.52,11/15/16,9:26,10750.44,4081.45,1,100.45,10166.24,0,20197.69,12173.09,11/16/16,8:49,11083.78,,,,11691.19,,,5916.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,potentially put at 25 overnight 11/6-11/7 (T1-T2)
58,para,30,D,11/2/16,,,1,,11/6/16,6,11/6/16,12:13,1,1,,,,,,,,,,,,0,,,,0,11:44,92.18,652.48,486.9,11/6/2016,4:50,110.25,4.73,1,556.74,434.95,0,907.11,664.23,11/7/16,10:06,146.1,1,12.61,631.94,536.04,0,549.94,990.52,11/7/16,4:13,161.93,7.87,1,403.97,872.91,1,,,,,,,,,,,,,,,,,,,,,,,11/9/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.07,,,4086.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11691.19,,,5916.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,potentially put at 25 overnight 11/6-11/7 (T1-T2). injured at T3--bled
59,para,30,D,11/2/16,,,0,1,11/6/16,6,11/6/16,12:11,1,1,11/10/16,T9,,,,,,11/18/16,T18,4,0,10,7,3,19,29,11:45,54.96,657.57,486.9,11/6/2016,4:45,53.82,0.32,1,571.57,434.95,0,669.02,664.23,11/7/16,10:11,52.26,1,0.54,487.81,536.04,0,582.73,990.52,11/7/16,4:07,52.95,0.84,1,462.39,872.91,0,927.51,1711.55,11/8/16,10:32,61.75,4.09,1,518.22,1356.13,0,814.05,905.87,11/8/2016,3:56,70.48,3.69,1,687.27,780.64,0,951.52,1381.18,11/9/16,9:34,99.1,9.72,1,693.41,1177.19,0,899.07,1944.29,11/9/16,4:02,112.19,5.7,1,765.09,1804.85,0,1395.52,1739.28,11/10/16,9:36,110.3,2.07,1,1153.73,1544.53,0,975.5,951.1,11/10/16,3:11,97.86,0,0,887.57,864.12,0,955.33,1099.29,11/11/16,9:28,172.06,20.12,1,615.15,869.07,0,2155.33,4086.25,11/11/16,2:06,205.59,11.28,1,2008.22,3984.04,0,1845.32,6706.45,11/12/16,10:05,436.57,63.35,1,1282.14,6411.05,0,5465.09,4520.12,11/13/16,10:01,522.62,61.41,1,4812.22,4034.22,0,10793.64,9901.77,11/14/2016,9:32,822.65,82.99,1,9871.66,9376.39,0,5110.43,10558.52,11/15/16,9:12,1372.39,222.8,1,3852.55,10166.24,0,7897.69,12173.09,11/16/16,8:13,1554.01,215.13,1,6849.81,11691.19,0,9066.63,5916.27,11/17/2016,8:18,1638.94,259.52,1,7992.9,5335.03,0,6663.6,7032.7,11/18/16,8:23,,,,,6603.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,potentially put at 25 overnight 11/6-11/7 (T1-T2)
60,para,30,D,11/2/16,,,0,1,11/6/16,6,11/6/16,12:10,1,1,11/10/16,T8,,,,,,11/15/16,T15,4,0,44,41,3,14,58,11:47,117.16,545.02,486.9,11/6/2016,4:48,138.41,9.81,1,393.44,434.95,0,758.57,664.23,11/7/16,10:09,176.09,1,13.61,500.61,536.04,0,622.05,990.52,11/7/16,4:10,185.04,4.93,1,464.91,872.91,0,1198.86,1711.55,11/8/16,10:28,189.89,4.02,1,811.27,1356.13,0,847.42,905.87,11/8/2016,3:58,215.17,10.96,1,686.04,780.64,0,1236.63,1381.18,11/9/16,9:38,342.31,46.94,1,827.06,1177.19,0,1790.92,1944.29,11/9/16,4:00,338.38,12.39,1,1648.85,1804.85,0,1751.29,1739.28,11/10/16,9:39,329.05,0,0,1535.05,1544.53,0,1308.93,951.1,11/10/16,3:02,375.64,3.57,1,1132.12,864.12,0,1015.76,1099.29,11/11/16,9:32,629.62,57.03,1,438.86,869.07,0,1924.47,4086.25,11/11/16,2:33,736.79,23.78,1,1689.36,3984.04,0,2461.05,6706.45,11/12/16,10:26,1231.44,175.71,1,1481.09,6411.05,0,5485.45,4520.12,11/13/16,10:09,1822.87,264.84,1,4101.14,4034.22,0,9061.19,9901.77,11/14/16,9:28,2093.54,377.92,1,7783.04,9376.39,0,10420.88,10558.52,,,,,,,,,,,,,,,,,11691.19,,,5916.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,potentially put at 25 overnight 11/6-11/7 (T1-T2)
62,para,30,D,11/2/16,,,0,1,11/6/16,6,11/6/16,12:07,1,1,11/7/16,T3,11/11/16,T11,,,,11/16/16,T16,5,0,9,6,3,44,53,11:51,148.95,478.68,486.9,11/6/2016,4:43,181.4,10,1,358.02,434.95,0,1847.01,664.23,11/7/16,9:58,182.92,1,7.88,1610.01,536.04,0,1932.05,990.52,11/7/16,4:21,173.54,0,0,1782.46,872.91,0,1182.54,1711.55,11/8/16,10:00,248.65,18.32,1,720.93,1356.13,0,1121.13,905.87,11/8/2016,4:15,327.01,15.87,1,901.88,780.64,0,1065.57,1381.18,11/9/16,9:27,692.37,84.12,1,389.35,1177.19,0,1948.26,1944.29,11/9/16,3:51,822.31,38.25,1,1619.04,1804.85,0,2302.06,1739.28,11/10/16,9:41,1007.63,219.26,1,1616,1544.53,0,1446.51,951.1,11/10/16,2:52,982,79.41,1,1276.06,864.12,0,2861.22,1099.29,11/11/16,9:44,950.73,0,0,2585.85,869.07,0,3203.22,4086.25,11/11/16,2:24,920.41,0,0,3115.92,3984.04,0,6510.51,6706.45,11/12/16,10:38,1451.98,142.16,1,54643.84,6411.05,0,5446.79,4520.12,11/13/16,9:56,2125.69,249.75,1,3992.35,4034.22,0,6713.82,9901.77,11/14/2016,9:36,2758.23,256.97,1,5341.32,9376.39,0,6872.06,10558.52,11/15/16,9:09,2976.02,400.48,1,5638.54,10166.24,0,11729.74,12173.09,11/16/16,9:11,,,,,11691.19,,,5916.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,potentially put at 25 overnight 11/6-11/7 (T1-T2)
63,para,30,D,11/2/16,,,0,1,11/6/16,6,11/6/16,12:06,1,1,11/8/16,T5,11/11/16,T11,,,,11/17/16,T17,5,0,41,30,11,35,76,11:52,85.29,722.12,486.9,11/6/2016,4:46,106.29,6.75,1,608.39,434.95,0,1689.87,664.23,11/7/16,10:02,158.57,1,17.47,1519.31,536.04,0,1632.6,990.52,11/7/16,4:24,167.17,3.99,1,1466.25,872.91,0,1215.42,1711.55,11/8/16,9:56,164.15,1.27,1,809.23,1356.13,0,875.07,905.87,11/8/2016,4:06,181.18,0,0,733.31,780.64,0,1253.56,1381.18,11/9/16,9:32,223.69,16.46,1,978.05,1177.19,0,753.95,1944.29,11/9/16,4:09,295.53,14.8,1,553.37,1804.85,0,1463.81,1739.28,11/10/16,9:27,604.28,621.76,1,852.81,1544.53,0,2088.81,951.1,11/10/16,3:18,584.14,8.93,1,1992.08,864.12,0,2434.02,1099.29,11/11/16,9:19,636.57,64.29,1,2057.58,869.07,0,4389.73,4086.25,11/11/16,2:18,631.33,0,0,4269.12,3984.04,0,5167.06,6706.45,11/12,9:58,593.21,0,0,4806.81,6411.05,0,6844.15,4520.12,11/13/16,9:46,1134.93,59.83,1,5665.95,4034.22,0,6914.28,9901.77,11/14/2016,9:27,1921.76,198.83,1,5470.88,9376.39,0,9070.69,10558.52,11/15,9:01,2777.9,354.86,1,7353.67,10166.24,0,10848.31,12173.09,11/16/16,9:02,2816.89,376.6,1,9876.15,11691.19,0,8818.09,5916.27,11/17/2016,8:20,,,,,5335.03,,,7032.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,potentially put at 25 overnight 11/6-11/7 (T1-T2)
64,para,30,D,11/2/16,,,0,1,11/6/16,6,11/6/16,12:05,1,1,11/9/16,T6,11/13/16,T13,,,,11/17/16,T17,5,1,37,25,12,91,128,11:54,82.62,633.33,486.9,11/6/2016,4:34,103.41,7.06,1,521.48,434.95,0,1094.92,664.23,11/7/16,9:55,136.91,1,4.61,896.55,536.04,0,592.61,990.52,11/7/16,4:32,146.27,4.22,1,452.55,872.91,0,1090.94,1711.55,11/8/16,9:42,177.74,9.44,1,670.17,1356.13,0,760.17,905.87,11/8/2016,4:13,193.45,6.83,1,601.98,780.64,0,1083.35,1381.18,11/9/16,9:32,190.88,0,0,820.27,1177.19,0,2062.66,1944.29,11/9/16,4:08,194.89,0,0,1925.19,1804.85,0,2110.65,1739.28,11/10/16,9:33,265.37,18.27,1,1788.85,1544.53,0,1077.57,951.1,11/10/16,2:55,333.57,17.46,1,888.28,864.12,0,1603.33,1099.29,11/11/16,9:39,832.2,129.65,1,691.03,869.07,0,4676.4,4086.25,11/11/16,2:28,904.8,30.02,1,4449.31,3984.04,0,2119.93,6706.45,11/12/16,10:22,985.61,62.98,1,1676.74,6411.05,0,6006.54,4520.12,11/13/16,9:34,1682.21,147.28,1,4581.12,4034.22,0,10128.91,9901.77,11/14/16,9:16,2762.01,476.95,1,7906.33,9376.39,0,10736.78,10558.52,11/15/16,9:15,3634.63,864.4,1,8414.71,10166.24,0,12427.27,12173.09,11/16/16,8:55,4006.87,422.85,1,10477.43,11691.19,0,10839.25,5916.27,11/17/2016,8:24,,,,,5335.03,,,7032.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,potentially put at 25 overnight 11/6-11/7 (T1-T2)
